Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 7220, 600, 5, 3220, STRAIGHT, 1, NORMAL
2222, 2960, 600, 1, -1040, TWO_PAIR, 6, NORMAL
3333, 4187, 600, 4, 187, STRAIGHT, 4, NORMAL
4444, 5120, 600, 2, 1120, THREE_OF_A_KIND, 2, NORMAL
5555, 1800, 600, 3, -2200, STRAIGHT, 8, NORMAL
6666, 2520, 600, 1, -1480, THREE_OF_A_KIND, 7, NORMAL
7777, 5000, 600, 2, 1000, THREE_OF_A_KIND, 3, NORMAL
8888, 3193, 600, 0, -807, NULL, 5, NORMAL
