Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 3200, 600, 32, -800, STRAIGHT, 7, NORMAL
2222, 5000, 600, 26, 1000, FLUSH, 2, NORMAL
3333, 5500, 600, 19, 1500, FLUSH, 1, NORMAL
4444, 4212, 600, 22, 212, THREE_OF_A_KIND, 4, NORMAL
5555, 3450, 600, 25, -550, FLUSH, 6, NORMAL
6666, 4758, 600, 35, 758, FLUSH, 3, NORMAL
7777, 2370, 600, 26, -1630, FULL_HOUSE, 8, NORMAL
8888, 3510, 600, 19, -490, TWO_PAIR, 5, NORMAL
