Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 0, 143, 36, -4000, FULL_HOUSE, 7, NORMAL
2222, 3053, 600, 67, -947, FLUSH, 4, NORMAL
3333, 31, 225, 39, -3969, FULL_HOUSE, 5, NORMAL
4444, 15106, 600, 68, 11106, FLUSH, 1, NORMAL
5555, 0, 78, 17, -4000, FULL_HOUSE, 8, NORMAL
6666, 8484, 600, 77, 4484, FULL_HOUSE, 2, NORMAL
7777, 35, 155, 33, -3965, FLUSH, 6, NORMAL
8888, 5290, 600, 63, 1290, FLUSH, 3, NORMAL
