Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 2758, 600, 5, -1242, TWO_PAIR, 7, NORMAL
2222, 1857, 600, 5, -2143, TWO_PAIR, 8, NORMAL
3333, 3236, 600, 3, -764, ONE_PAIR, 6, NORMAL
4444, 5558, 600, 2, 1558, ONE_PAIR, 2, NORMAL
5555, 5788, 600, 6, 1788, TWO_PAIR, 1, NORMAL
6666, 3602, 600, 6, -398, ONE_PAIR, 5, NORMAL
7777, 4185, 600, 5, 185, THREE_OF_A_KIND, 4, NORMAL
8888, 5016, 600, 4, 1016, FULL_HOUSE, 3, NORMAL
