Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 4113, 600, 5, 113, THREE_OF_A_KIND, 3, NORMAL
2222, 3107, 600, 6, -893, TWO_PAIR, 8, NORMAL
3333, 4030, 600, 3, 30, ONE_PAIR, 4, NORMAL
4444, 3204, 600, 5, -796, TWO_PAIR, 5, NORMAL
5555, 3140, 600, 7, -860, TWO_PAIR, 7, NORMAL
6666, 6479, 600, 5, 2479, TWO_PAIR, 1, NORMAL
7777, 4766, 600, 8, 766, TWO_PAIR, 2, NORMAL
8888, 3161, 600, 4, -839, TWO_PAIR, 6, NORMAL
