Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 4064, 600, 4, 64, FLUSH, 4, NORMAL
2222, 4182, 600, 4, 182, TWO_PAIR, 3, NORMAL
3333, 3526, 600, 2, -474, TWO_PAIR, 6, NORMAL
4444, 3253, 600, 3, -747, TWO_PAIR, 7, NORMAL
5555, 2829, 600, 1, -1171, ONE_PAIR, 8, NORMAL
6666, 5273, 600, 4, 1273, TWO_PAIR, 1, NORMAL
7777, 4938, 600, 5, 938, FLUSH, 2, NORMAL
8888, 3935, 600, 1, -65, ONE_PAIR, 5, NORMAL
