Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 886, 600, 9, -3114, THREE_OF_A_KIND, 8, NORMAL
2222, 3985, 600, 5, -15, STRAIGHT, 6, NORMAL
3333, 5361, 600, 7, 1361, THREE_OF_A_KIND, 2, NORMAL
4444, 4746, 600, 3, 746, FULL_HOUSE, 3, NORMAL
5555, 6142, 600, 2, 2142, ONE_PAIR, 1, NORMAL
6666, 2060, 600, 5, -1940, FULL_HOUSE, 7, NORMAL
7777, 4140, 600, 4, 140, TWO_PAIR, 5, NORMAL
8888, 4680, 600, 3, 680, TWO_PAIR, 4, NORMAL
