Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 3043, 600, 3, -957, TWO_PAIR, 8, NORMAL
2222, 4225, 600, 4, 225, TWO_PAIR, 4, NORMAL
3333, 4661, 600, 4, 661, TWO_PAIR, 1, NORMAL
4444, 3742, 600, 2, -258, THREE_OF_A_KIND, 6, NORMAL
5555, 4444, 600, 6, 444, THREE_OF_A_KIND, 2, NORMAL
6666, 3655, 600, 9, -345, TWO_PAIR, 7, NORMAL
7777, 4262, 600, 3, 262, THREE_OF_A_KIND, 3, NORMAL
8888, 3968, 600, 3, -32, TWO_PAIR, 5, NORMAL
