Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 8483, 600, 5, 4483, FLUSH, 1, NORMAL
2222, 1215, 600, 3, -2785, TWO_PAIR, 8, NORMAL
3333, 3347, 600, 1, -653, HIGH_CARD, 6, NORMAL
4444, 3828, 600, 4, -172, FLUSH, 4, NORMAL
5555, 3381, 600, 3, -619, TWO_PAIR, 5, NORMAL
6666, 4396, 600, 6, 396, FLUSH, 3, NORMAL
7777, 4710, 600, 3, 710, FLUSH, 2, NORMAL
8888, 2640, 600, 1, -1360, TWO_PAIR, 7, NORMAL
