Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 3591, 600, 6, -409, FLUSH, 4, NORMAL
2222, 3370, 600, 3, -630, TWO_PAIR, 5, NORMAL
3333, 5469, 600, 5, 1469, STRAIGHT, 3, NORMAL
4444, 3263, 600, 6, -737, TWO_PAIR, 6, NORMAL
5555, 5759, 600, 6, 1759, FULL_HOUSE, 2, NORMAL
6666, 9140, 600, 7, 5140, FULL_HOUSE, 1, NORMAL
7777, 230, 600, 3, -3770, TWO_PAIR, 8, NORMAL
8888, 398, 600, 4, -3602, TWO_PAIR, 7, NORMAL
