Pid, Money, HandNum, ShowDownNum, NetWin, NutHand, Rank, Status
1111, 3242, 600, 3, -758, THREE_OF_A_KIND, 5, NORMAL
2222, 2633, 600, 4, -1367, TWO_PAIR, 6, NORMAL
3333, 4174, 600, 11, 174, FULL_HOUSE, 4, NORMAL
4444, 1594, 600, 6, -2406, FULL_HOUSE, 8, NORMAL
5555, 5461, 600, 3, 1461, THREE_OF_A_KIND, 2, NORMAL
6666, 2012, 600, 5, -1988, FULL_HOUSE, 7, NORMAL
7777, 5098, 600, 3, 1098, TWO_PAIR, 3, NORMAL
8888, 7785, 600, 8, 3785, FULL_HOUSE, 1, NORMAL
